DATE,ALSTHPI,ARSTHPI,AZSTHPI,CASTHPI,COSTHPI,CTSTHPI,DCSTHPI,DESTHPI,FLSTHPI,GASTHPI,HISTHPI,IASTHPI,IDSTHPI,ILSTHPI,INSTHPI,KSSTHPI,KYSTHPI,LASTHPI,MASTHPI,MDSTHPI,MESTHPI,MISTHPI,MNSTHPI,MOSTHPI,MSSTHPI,MTSTHPI,NCSTHPI,NDSTHPI,NESTHPI,NHSTHPI,NJSTHPI,NMSTHPI,NVSTHPI,NYSTHPI,OHSTHPI,OKSTHPI,ORSTHPI,PASTHPI,RISTHPI,SCSTHPI,SDSTHPI,TNSTHPI,TXSTHPI,UTSTHPI,VASTHPI,VTSTHPI,WASTHPI,WISTHPI,WVSTHPI,WYSTHPI
1975-01-01,75.22,66.55,60.51,41.69,54.41,62.21,47.85,77.03,65.93,73.91,65.73,59.33,70.06,66.59,66.22,61.99,64.14,51.68,67.88,61.89,60.82,60.20,56.02,65.42,75.10,57.05,66.02,67.55,63.60,71.67,64.32,56.80,53.16,78.48,65.05,52.01,51.20,70.67,61.34,75.28,74.98,68.01,55.82,55.15,69.75,77.37,46.26,61.77,50.45,49.59
1975-04-01,72.22,60.23,59.82,42.75,54.85,62.72,47.60,89.61,83.46,71.86,53.51,63.40,65.09,62.20,60.86,62.31,65.68,55.08,66.21,62.36,88.28,62.61,56.02,73.72,72.08,57.01,67.11,59.66,62.73,62.33,59.29,58.17,21.68,75.81,64.81,53.28,51.12,69.54,65.97,69.71,70.42,68.82,58.59,58.7,66.78,76.93,47.25,62.79,65.55,47.87
1975-07-01,74.62,64.93,59.36,44.32,54.81,61.80,47.32,115.70,66.80,74.26,57.08,63.37,56.77,64.06,62.11,63.29,66.85,52.82,67.15,65.13,68.41,63.29,58.22,65.59,72.43,59.31,69.07,65.90,61.40,61.61,60.10,59.21,54.23,77.74,64.45,52.82,54.17,74.10,64.79,72.20,65,67.75,56.15,55.17,67.53,67.12,49.72,64.48,66.4,50.11
1975-10-01,71.70,62.81,56.24,45.76,55.00,61.81,54.69,71.67,68.20,73.80,55.04,65.17,61.98,66.65,63.39,64.58,68.43,55.60,70.56,67.05,71.15,62.34,60.09,65.18,73.10,58.21,70.58,62.91,67.86,54.46,62.81,55.75,50.63,79.63,65.97,54.54,53.27,71.79,67.26,69.95,63.85,70.93,59.32,59.91,67.77,72.88,48.06,69.05,66.92,53.53
1976-01-01,77.10,66.91,58.93,47.80,55.10,64.74,53.10,79.54,67.97,71.44,53.46,67.54,56.40,67.79,62.52,66.56,69.67,58.72,67.40,67.35,55.77,62.86,63.04,67.24,73.29,59.54,68.63,74.71,67.35,74.66,62.79,59.76,59.84,73.07,66.57,54.61,57.28,72.65,66.07,71.07,62.85,70.3,58.46,61.8,69.37,117.03,50.36,65.49,61.75,54.31
1976-04-01,74.22,68.58,63.07,50.27,59.93,64.11,53.01,84.42,76.03,73.04,56.50,70.15,73.46,70.31,65.86,67.30,68.63,58.77,69.01,69.87,70.02,64.13,62.53,77.58,74.60,65.13,69.95,72.46,67.67,62.70,63.85,61.42,56.78,74.86,68.69,60.99,56.90,76.62,68.74,77.08,67.62,68.64,63.56,61.67,68.57,57.52,53.62,65.42,68.72,55.29
1976-07-01,76.97,71.03,61.01,53.58,59.59,67.19,59.16,80.40,69.04,79.03,54.55,73.96,64.25,73.43,65.86,68.53,69.02,58.14,68.65,70.66,83.57,64.38,63.15,69.43,71.85,64.38,70.69,71.08,68.12,64.99,65.88,63.86,61.02,75.66,71.08,59.32,60.07,77.30,69.94,76.80,68.8,71.49,63.3,64.88,70.62,81.22,56.63,67.56,69.98,58.39
1976-10-01,79.70,72.13,61.72,55.58,62.11,67.90,57.65,86.84,70.26,78.36,56.28,70.92,58.96,73.18,68.79,70.44,69.29,61.65,70.16,71.76,70.62,65.72,64.62,69.25,83.14,65.34,70.77,72.49,70.30,69.65,62.21,65.55,61.94,73.94,72.41,62.31,63.57,75.04,69.69,75.58,66.6,71.57,63.04,64.38,71.98,79.59,57.78,68.46,63.37,63.08
1977-01-01,81.22,72.76,63.51,58.01,64.98,63.99,59.70,89.84,70.98,76.82,55.85,76.11,73.02,80.29,71.54,72.66,69.92,62.84,72.46,72.20,74.59,67.37,66.82,71.45,75.36,66.05,75.07,81.73,72.22,71.81,65.12,70.25,63.51,77.72,73.17,64.22,67.17,74.61,69.28,75.89,62.71,74.78,65.93,69.84,73.01,115.09,59.75,72.88,69.28,63.26
1977-04-01,83.70,74.80,63.85,63.00,65.50,68.53,63.99,77.81,78.97,76.25,58.72,78.09,82.98,83.78,71.32,75.84,73.44,65.12,70.14,73.54,80.80,68.15,69.01,81.44,77.34,71.50,74.13,84.94,74.11,65.88,65.35,69.94,54.51,83.00,75.29,63.76,68.99,80.24,72.09,79.03,70.53,77.66,71.54,70.98,75.09,82.28,62.94,76.12,85.56,64.65
1977-07-01,88.35,78.09,66.13,67.95,69.01,71.47,66.90,82.43,72.58,78.71,60.64,79.73,76.89,83.23,74.19,77.36,76.49,62.66,73.75,76.77,81.55,71.30,73.13,77.56,78.18,76.78,76.73,79.47,78.38,68.90,67.42,73.03,71.18,82.56,78.90,68.11,74.12,80.84,75.29,81.32,79.44,78.16,69.38,74.7,77.27,76.28,67.3,78.05,73.81,67.05
1977-10-01,89.16,80.87,69.99,70.68,72.97,72.25,72.30,82.69,74.76,78.62,62.52,83.02,82.96,88.77,78.22,79.68,78.55,68.42,73.32,77.12,86.59,72.68,75.03,80.33,85.97,79.59,81.29,77.70,80.03,75.70,69.48,76.26,55.66,84.72,81.19,69.84,78.13,83.46,77.20,82.88,81.48,79.59,73.47,75.08,78.92,77.12,70.82,80.96,85.94,71.12
1978-01-01,88.61,80.75,71.32,73.21,76.05,73.68,69.34,85.17,78.33,84.16,65.55,85.41,92.34,90.93,82.43,82.37,81.55,73.03,78.16,81.93,82.57,75.67,76.55,82.60,86.28,90.50,82.99,87.69,78.77,75.45,71.16,76.83,72.27,83.38,83.25,71.85,79.88,83.96,80.19,82.30,77.07,84.58,76.62,81.55,80.39,90.78,74.35,84.68,85.05,72.94
1978-04-01,88.49,83.44,74.00,75.97,80.05,79.45,77.93,89.18,83.33,81.70,65.06,89.64,89.33,98.15,84.80,84.92,83.92,73.48,79.88,83.35,91.63,79.57,82.19,92.77,87.98,89.51,83.07,83.36,85.77,75.96,73.21,78.10,79.81,87.56,86.46,78.03,84.64,87.49,82.03,86.81,84.05,83.46,78.9,84.06,83.36,92.01,79.72,87.52,80.72,76.52
1978-07-01,96.67,86.07,78.88,78.62,84.06,86.94,81.81,85.33,83.00,85.34,66.53,90.83,92.24,99.48,87.25,88.37,88.52,77.66,84.67,85.83,90.31,83.02,85.68,90.13,92.70,89.96,86.76,89.15,86.49,83.35,76.36,81.35,84.00,84.06,89.11,81.69,88.18,86.42,84.91,88.15,85.77,86.94,81.27,87.14,86.07,99.56,84.04,90.85,82.99,78.71
1978-10-01,96.29,86.13,82.93,81.80,87.43,88.08,80.85,83.58,84.62,86.35,74.79,95.01,89.26,102.08,89.81,90.28,91.78,81.74,86.96,88.33,94.35,86.79,87.67,90.96,90.33,92.30,87.28,85.39,87.30,85.25,79.63,83.72,91.00,84.02,91.43,84.79,91.96,87.72,87.08,89.65,85.55,90.73,85.5,90.23,89.29,88.55,86.88,92.76,85.77,82.17
1979-01-01,99.45,91.58,87.05,84.87,91.78,95.30,89.54,86.49,89.69,87.97,73.69,95.90,99.09,97.52,93.33,92.12,95.53,87.88,91.01,91.06,104.90,91.34,91.48,96.04,98.30,94.57,90.07,99.55,92.87,89.67,85.07,89.07,91.87,96.71,95.65,88.59,95.77,92.43,90.22,93.82,89.36,90.68,89.49,94.81,89.44,94.51,88.96,96.75,82.98,87.35
1979-04-01,100.22,94.56,92.48,88.64,94.49,97.38,88.72,86.87,92.40,91.15,81.59,99.08,96.18,102.53,96.70,94.15,97.69,91.96,93.93,94.84,103.06,96.15,94.62,102.63,101.56,100.47,91.69,98.74,94.17,93.27,87.02,91.90,97.43,95.94,98.58,90.89,96.08,97.00,92.52,95.75,90.69,91.75,92.77,97.64,91.62,88.3,93.9,99.75,89.05,92.17
1979-07-01,101.77,99.14,95.25,93.09,97.46,100.39,92.40,95.02,93.73,92.20,89.04,102.37,99.19,101.21,98.08,97.41,96.85,95.70,97.15,96.89,98.21,99.11,97.53,98.52,106.37,96.79,96.17,97.31,97.17,96.01,91.60,93.71,99.72,94.77,99.20,94.22,98.21,96.32,92.98,97.64,99.13,96.6,95.18,97.86,94.67,95.54,95.91,99.54,89.4,97.22
1979-10-01,107.83,101.41,98.71,96.39,99.30,101.70,98.80,96.23,97.94,95.63,92.23,101.04,101.32,99.49,98.08,97.90,99.33,97.42,98.04,98.27,105.47,99.56,99.29,100.49,93.12,103.83,96.24,99.50,98.29,96.43,94.18,95.16,110.00,98.23,100.77,95.99,100.12,98.80,100.30,100.27,91.01,96.43,96.98,99.64,95.42,108.97,98,100.25,95.49,96.51
1980-01-01,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100,100,100,100,100,100,100,100,100,100
1980-04-01,103.00,100.79,98.34,102.84,102.26,101.51,96.30,106.70,99.70,100.47,101.04,100.61,101.79,100.93,99.70,101.46,101.07,99.29,103.97,103.19,104.49,101.94,102.71,111.14,96.70,95.07,98.85,106.12,103.48,98.14,101.55,98.08,103.02,107.24,99.76,99.26,98.79,96.14,102.58,103.85,107.05,100.18,104.44,97.76,101.13,101.05,100.2,100.93,104.11,97.62
1980-07-01,109.89,106.50,106.79,106.53,107.12,103.67,99.25,109.69,105.82,102.04,100.62,101.35,106.24,102.41,102.32,102.27,101.19,100.96,108.41,104.98,109.41,102.89,106.87,105.03,104.02,107.89,101.23,99.29,101.73,102.24,100.79,99.12,107.10,115.00,102.11,104.03,105.40,101.48,101.78,109.14,98.18,99.42,103.93,104.07,104.35,103.79,103.53,104.98,103.4,101.27
1980-10-01,108.89,108.66,107.50,108.37,106.83,104.72,101.86,106.47,108.70,102.86,106.90,97.24,102.69,95.58,101.65,104.07,104.52,102.61,108.69,107.55,105.77,101.74,104.88,105.57,104.39,102.08,102.48,95.43,105.88,98.63,103.72,104.99,91.91,111.35,103.52,102.21,101.88,101.55,97.81,106.14,94.25,100.03,105.68,104.53,104.28,110.32,101.82,101.72,117.84,94.88
1981-01-01,105.44,109.56,108.60,110.39,106.50,103.84,91.92,109.17,110.05,107.18,101.53,94.69,110.16,101.78,104.06,98.20,107.37,106.55,112.64,110.72,119.28,103.26,101.16,103.29,94.57,95.42,106.14,104.99,102.25,98.01,104.26,101.05,109.13,112.17,103.33,103.14,97.58,101.73,94.59,113.46,92.35,96.37,104.47,106.26,106.12,110.46,99.88,102.84,99.51,106.77
1981-04-01,109.02,106.25,111.77,112.92,108.53,109.60,106.26,104.09,112.17,107.89,97.45,93.08,101.72,106.61,103.07,103.10,105.64,108.36,118.70,112.98,113.76,103.49,100.24,104.01,115.08,101.89,106.07,97.99,102.70,100.66,105.86,111.54,114.75,108.39,103.66,106.65,99.10,103.90,105.82,115.78,98.49,106.35,111.12,109.86,105.56,108.33,104.12,103.07,95.49,109.46
1981-07-01,112.34,108.92,116.27,116.31,114.49,114.17,95.87,115.96,108.08,108.62,86.25,87.86,103.09,103.01,105.04,103.34,103.27,111.15,121.50,111.37,108.78,106.26,103.70,103.05,107.34,113.94,106.05,116.29,100.49,99.56,107.56,113.68,102.59,115.75,103.31,111.97,96.36,104.39,103.31,117.81,103.97,108.76,114.45,108.67,106.23,101.27,105.26,103.25,110.08,109.61
1981-10-01,106.67,102.72,109.59,117.59,110.37,111.33,103.50,107.28,104.69,112.89,48.96,102.33,118.21,104.45,107.30,104.97,103.57,112.96,121.41,114.44,117.50,105.40,106.80,102.27,93.09,100.02,104.53,109.84,100.21,106.60,105.86,117.59,119.26,114.41,100.33,113.55,88.79,101.43,101.25,115.78,86.81,97.36,112.19,110.5,109.78,62.93,103.66,91.09,108.83,109.38
1982-01-01,109.13,102.53,105.15,104.14,119.61,111.67,77.05,102.22,112.74,113.56,111.96,95.42,94.16,94.91,104.81,103.66,106.58,110.05,123.54,106.88,105.23,104.66,89.49,103.19,102.91,105.02,106.66,99.12,106.28,106.35,105.37,105.62,121.34,123.39,89.09,116.74,96.76,103.66,105.31,119.40,68.77,105.85,122.48,106.59,97.77,122.31,86.56,86.3,68.87,110.43
1982-04-01,107.02,105.87,108.92,107.35,120.72,112.08,104.74,113.05,114.58,115.54,103.41,96.50,109.57,94.67,103.97,104.11,106.44,114.44,124.53,108.40,114.30,99.65,91.82,101.73,104.50,113.49,109.63,83.37,107.21,105.51,108.91,116.51,121.70,125.20,96.66,119.24,92.93,103.96,102.95,118.79,110.51,98.82,119.02,108.59,109.47,116.94,93.39,96.36,114.34,107.88
1982-07-01,107.63,110.76,101.32,104.81,122.67,110.96,81.75,113.10,104.45,114.38,99.74,86.18,104.49,86.98,95.55,104.86,104.49,115.20,126.43,106.47,109.82,94.58,98.82,103.67,108.37,100.48,107.49,72.62,109.27,107.59,109.14,129.76,121.51,122.42,99.07,120.10,96.15,104.43,102.58,120.37,106.49,105.47,118.05,111.93,103.77,108.21,93.76,98.6,83.74,108.94
1982-10-01,115.50,108.33,108.52,115.83,126.40,112.84,101.75,115.85,112.61,116.44,84.64,94.29,110.85,102.46,104.22,105.08,107.01,115.01,127.92,111.02,113.14,87.72,106.08,104.04,108.20,113.02,112.12,99.09,108.81,106.90,109.62,123.42,127.01,126.47,102.98,123.21,102.45,105.23,108.19,119.83,118.54,103.6,120.93,113.79,112.82,113.98,103.52,99.46,87.05,112.52
1983-01-01,114.61,112.95,118.74,116.68,126.17,118.59,95.73,116.37,121.33,117.68,101.67,97.82,110.58,100.84,106.22,106.04,108.47,116.02,130.10,113.48,114.20,96.68,109.81,105.49,112.28,98.75,112.91,98.95,108.92,109.18,110.11,128.56,118.53,128.75,102.34,124.21,98.56,108.67,109.26,124.04,101.07,110.18,125.62,114.37,115.28,118.27,104.74,103.93,98.68,110.63
1983-04-01,114.47,116.16,118.79,117.42,125.11,120.95,97.60,118.81,123.68,118.47,105.67,98.79,106.91,104.25,106.30,108.55,109.64,116.97,135.91,115.58,119.74,97.11,111.71,108.17,112.94,104.73,111.42,106.58,109.22,112.17,113.74,121.54,119.87,132.78,105.40,126.00,100.34,110.40,111.06,121.51,121.54,110.54,125.87,115.56,118.03,112.61,104.69,106.35,92.46,105.82
1983-07-01,116.81,117.81,115.05,117.22,126.40,122.36,102.76,122.19,124.14,121.06,111.62,98.40,106.82,105.54,106.01,106.38,109.94,115.63,142.84,116.77,125.39,97.30,111.53,111.58,110.40,110.16,114.17,89.20,111.48,115.91,117.62,123.18,121.05,138.27,106.15,127.09,99.20,112.86,118.71,124.56,100.73,112.13,125.73,111.7,118.9,118.71,103.97,105.95,93.65,103.02
1983-10-01,113.77,118.03,112.69,117.73,121.94,126.10,100.66,127.61,124.47,120.79,105.57,98.28,108.67,106.70,105.53,107.45,109.09,116.38,148.18,118.12,131.12,95.15,109.32,112.56,115.39,114.32,115.57,106.95,112.03,117.83,120.82,125.31,114.17,147.21,105.65,126.58,98.52,113.72,120.44,120.81,99.59,113.61,126.31,112.72,118.65,123.45,104.9,106.07,92.42,98.75
1984-01-01,123.50,120.31,117.32,119.47,126.07,130.98,102.52,125.05,125.65,124.37,107.75,98.16,110.37,107.46,105.43,107.52,112.65,116.53,156.30,118.83,132.44,97.58,113.52,113.15,118.32,123.13,118.20,118.11,110.40,122.15,123.83,123.72,121.29,150.71,106.12,122.40,98.75,113.65,118.93,127.50,113.49,110.04,125.1,112.31,121.38,121.79,106.8,106.14,98.35,100.11
1984-04-01,120.17,118.68,121.52,120.10,125.45,134.45,104.52,128.36,126.77,126.59,112.74,100.36,109.09,110.22,108.07,107.86,110.52,117.18,164.57,122.86,138.76,97.17,113.63,115.30,114.98,120.52,122.42,112.12,112.86,127.70,130.15,120.82,119.42,156.68,107.23,122.65,97.70,116.80,120.53,126.04,109.49,116.16,126.24,114.15,123.24,123.86,107.5,107.97,93.65,95.59
1984-07-01,124.81,119.34,122.61,121.68,125.69,140.16,106.59,131.63,128.01,124.19,109.44,99.12,110.56,110.86,107.03,107.45,112.73,115.84,174.43,124.31,142.52,97.27,115.54,118.91,112.82,115.41,121.75,114.62,112.33,133.51,134.91,125.33,113.89,162.26,107.31,120.50,96.10,118.62,126.49,123.84,118.05,109.3,128.69,114.99,124.87,126.19,109.31,108.11,94.67,98.29
1984-10-01,121.23,120.77,122.30,122.76,123.37,141.64,108.79,133.61,126.35,129.27,108.47,100.65,113.50,112.42,109.21,107.31,112.59,114.53,180.57,124.77,140.20,97.48,115.73,119.02,114.25,112.16,125.05,109.24,111.48,137.51,138.18,126.72,118.33,169.21,107.51,120.04,99.47,119.51,128.18,128.17,106.63,118.86,128.09,112.2,124.42,126.95,110.02,106.35,87.47,95.67
1985-01-01,121.37,120.91,124.86,124.50,126.31,148.23,108.12,136.65,127.82,131.70,113.96,101.23,108.38,113.25,110.05,108.48,114.18,111.53,190.22,126.79,145.82,99.70,116.74,120.24,119.88,115.69,127.88,109.22,111.48,141.87,142.17,126.54,119.65,176.27,108.17,119.05,97.94,121.06,130.93,131.07,109.47,120.88,126.71,116.7,127.48,129.54,110.5,108,92.32,97.06
1985-04-01,124.58,119.63,125.31,126.30,125.46,155.31,111.37,140.60,128.14,128.70,112.28,101.21,114.03,114.62,111.61,108.95,115.28,113.11,204.65,128.68,150.50,100.80,118.23,123.46,121.95,110.32,130.29,109.72,113.02,152.18,148.46,126.08,119.22,184.60,109.39,117.28,97.88,124.19,137.28,131.28,108.88,121.72,127.79,116.05,129.59,134.29,110.92,109.81,95.81,95.08
1985-07-01,127.33,123.75,127.02,129.16,126.52,159.88,112.97,143.03,128.05,135.16,116.20,102.75,115.17,116.00,112.23,109.51,114.68,113.16,217.61,130.91,156.40,102.69,115.50,125.47,122.71,115.92,133.13,113.65,113.19,159.84,154.96,128.16,119.55,191.04,110.68,117.51,96.97,126.64,141.63,132.13,112.83,124.08,127.73,116.41,131.47,136.15,111.58,110.77,93.03,93.84
1985-10-01,128.22,124.10,128.59,130.56,124.10,168.65,114.92,145.52,129.79,137.78,117.23,101.94,112.71,117.96,113.91,110.30,116.93,110.68,231.98,131.17,164.44,103.80,119.89,126.35,122.40,118.29,134.93,108.53,114.22,170.05,161.87,128.02,120.67,198.55,111.54,114.43,97.23,128.34,150.19,132.53,112.66,125.56,126.49,115.29,132.23,139.05,112.12,110.85,88.86,94.09
1986-01-01,129.49,125.32,131.20,132.24,128.74,174.36,114.66,150.86,131.16,140.08,119.03,103.00,115.30,119.75,115.23,112.53,118.64,113.63,241.31,133.84,167.26,105.44,121.31,127.42,123.79,117.37,136.12,112.72,115.51,178.24,167.97,129.99,123.10,206.44,113.04,116.41,97.97,131.37,154.37,135.78,116.91,128.29,129.47,119.23,134.5,144.33,113.45,112.43,95.8,97.24
1986-04-01,131.86,128.40,135.14,134.79,129.46,185.18,120.29,154.30,134.63,141.94,119.36,103.55,112.90,122.39,117.28,113.00,120.66,114.33,253.32,137.66,173.25,108.79,120.45,129.36,125.75,114.23,138.76,111.81,115.62,186.64,178.06,132.65,125.45,217.22,114.56,117.45,98.72,135.06,162.01,136.78,117.99,130.27,131.56,118.93,136.95,146.56,114.19,113.72,96.94,97.6
1986-07-01,133.33,126.32,135.13,137.74,128.61,199.16,123.59,159.05,135.55,143.64,120.25,103.98,114.64,125.10,118.98,114.09,120.80,111.71,265.66,141.15,180.67,112.07,124.06,131.93,123.93,115.20,141.19,111.36,115.64,195.37,189.18,132.19,125.93,227.08,116.43,113.19,99.52,139.67,173.11,138.70,113.7,132.47,128.88,118.29,139.96,152.36,114.72,114.03,96.15,94.62
1986-10-01,135.93,127.90,132.70,141.09,127.93,212.47,128.74,164.43,135.75,146.02,123.12,103.59,115.00,128.03,120.50,114.54,123.49,110.63,278.37,144.88,188.77,114.55,123.91,134.06,124.58,115.60,142.95,109.20,117.09,206.41,199.06,132.82,125.22,237.26,117.98,111.66,97.82,144.28,189.31,140.80,116.98,134.43,126.55,118.02,142.39,158.44,115.94,114.5,98.65,90.51
1987-01-01,138.05,128.84,137.49,144.71,129.66,224.68,133.71,170.93,136.38,148.44,127.13,105.19,116.43,130.47,122.29,115.39,124.99,110.67,287.86,149.02,196.11,117.53,126.82,135.85,126.02,110.13,145.70,112.88,117.57,211.80,210.10,134.78,128.23,246.70,120.20,111.63,99.99,149.08,202.81,143.47,120.64,137.89,126.86,119.37,145.43,163.36,117.08,115.41,97.47,92.84
1987-04-01,139.10,130.39,136.41,148.26,128.14,237.08,136.58,175.05,138.56,150.13,130.15,105.17,114.09,135.17,123.74,117.24,126.30,110.26,295.11,153.38,204.04,121.47,129.05,138.85,125.96,112.72,147.24,110.34,116.95,220.77,221.27,133.41,127.67,255.34,122.64,108.35,100.38,155.09,214.53,144.88,118.36,140.36,123.05,117.96,149.46,168.79,118.07,116.71,99.39,87.51
