DATE,ALSTHPI,ARSTHPI,AZSTHPI,CASTHPI,COSTHPI,CTSTHPI,DCSTHPI,DESTHPI,FLSTHPI,GASTHPI,HISTHPI,IASTHPI,IDSTHPI,ILSTHPI,INSTHPI,KSSTHPI,KYSTHPI,LASTHPI,MASTHPI,MDSTHPI,MESTHPI,MISTHPI,MNSTHPI,MOSTHPI,MSSTHPI,MTSTHPI,NCSTHPI,NDSTHPI,NESTHPI,NHSTHPI,NJSTHPI,NMSTHPI,NVSTHPI,NYSTHPI,OHSTHPI,OKSTHPI,ORSTHPI,PASTHPI,RISTHPI,SCSTHPI,SDSTHPI,TNSTHPI,TXSTHPI,UTSTHPI,VASTHPI,VTSTHPI,WASTHPI,WISTHPI,WVSTHPI,WYSTHPI
2011-07-01,277.15,241.17,231.61,386.93,327.69,389.93,572.56,403.08,270.03,258.87,442.94,244.61,258.38,299.46,241.31,230.63,282.50,237.63,599.85,407.86,448.76,230.22,295.34,268.99,239.89,343.22,301.01,264.49,249.20,381.34,461.85,285.02,188.66,558.21,236.27,199.41,344.31,365.05,445.29,303.84,291.62,280.18,219.78,305.01,391.49,434.37,384.91,293.21,203.77,263.8
2011-10-01,279.30,242.36,236.79,385.76,330.63,393.00,579.11,408.13,272.46,258.24,442.92,245.69,262.88,299.38,242.62,232.55,283.56,240.63,600.60,409.76,451.66,232.00,298.29,270.30,241.27,345.00,302.19,266.94,250.83,383.10,461.98,286.22,188.92,562.55,236.96,202.32,347.72,366.45,448.27,307.04,293.34,280.94,219.96,306.42,394.25,439.91,385.26,294.27,204.75,263.85
2012-01-01,276.36,241.75,235.77,381.46,328.87,386.43,583.03,405.00,267.07,251.63,444.48,245.65,260.76,295.56,240.40,230.83,283.25,239.43,596.79,403.86,446.56,227.49,292.81,267.94,238.65,346.78,297.91,268.98,250.49,377.60,455.65,281.22,187.38,558.28,234.14,202.44,341.63,363.43,441.36,301.91,293.24,278.52,219.86,305.75,389.9,438.31,379.04,291.52,203.17,264.43
2012-04-01,274.47,239.36,238.63,382.09,329.68,382.44,586.75,396.52,265.09,247.17,441.30,245.55,257.64,291.77,239.96,229.72,282.27,239.98,595.06,399.96,441.89,226.37,290.85,265.40,237.36,346.21,294.34,276.42,250.85,374.51,449.55,279.30,186.35,552.54,232.98,202.16,338.08,361.72,433.40,300.44,294.92,277.31,221.35,304.11,387.36,436.23,375.79,289.12,203.6,264.96
2012-07-01,276.38,242.69,248.36,391.02,335.12,383.49,596.62,399.47,271.49,250.30,449.55,247.52,263.41,295.15,242.09,231.99,284.48,243.53,599.09,405.39,443.13,230.90,295.53,268.29,239.68,349.44,297.37,281.03,252.02,376.50,452.08,281.52,191.18,554.39,235.18,203.81,345.45,363.67,435.10,302.80,296.43,280.4,223.32,310.55,392.17,437.59,382.65,291.86,204.83,267.09
2012-10-01,276.89,244.22,255.84,399.33,338.15,384.79,607.93,402.12,275.23,253.31,454.00,248.54,267.14,295.20,242.73,232.23,285.62,243.50,601.98,406.87,443.93,234.09,298.77,268.62,238.17,354.12,298.64,288.45,253.32,377.79,453.09,281.77,196.30,556.16,234.64,205.05,351.10,364.67,437.43,302.93,300.14,280.84,224.93,315.87,393.76,437.76,387.27,291.87,205.38,269.29
2013-01-01,274.07,244.96,262.10,407.75,342.29,382.93,617.75,402.67,278.96,253.64,456.56,248.95,269.83,293.29,242.72,233.22,285.46,243.12,603.77,406.87,446.80,236.66,299.94,267.43,238.49,357.34,298.05,293.25,254.73,376.66,452.96,283.11,202.81,556.92,233.58,205.04,353.72,364.88,435.17,302.42,303.1,281.13,226.59,318.66,393.31,439.56,390.04,290.86,204.92,270.42
2013-04-01,274.75,245.31,273.95,426.47,349.28,381.21,635.87,402.81,288.27,259.56,466.63,250.61,272.54,295.09,243.12,231.84,286.23,244.56,608.91,410.59,448.76,241.61,305.53,268.41,237.91,359.90,299.56,299.73,257.50,377.40,453.76,282.83,215.34,558.34,234.27,206.93,363.50,366.05,435.78,303.28,304.33,283.65,230.66,327.64,397.03,435.75,397.18,290.7,205.93,272.79
2013-07-01,274.13,246.01,282.06,447.46,357.75,380.74,656.67,404.26,295.62,263.04,475.36,251.59,281.16,295.71,243.91,234.37,285.74,246.20,615.85,412.14,446.04,247.17,311.94,268.68,238.58,364.81,300.22,310.86,258.85,381.85,454.23,282.61,228.97,561.14,235.44,207.82,373.67,367.58,436.26,303.81,308.48,284.35,234.56,335.27,397.74,437.5,405.58,290.89,207.88,272.94
2013-10-01,273.13,245.62,289.92,462.30,360.80,377.65,659.69,407.16,303.16,266.47,486.67,251.75,281.31,296.74,244.02,233.62,284.53,245.84,618.98,412.88,443.94,249.14,312.24,268.10,237.06,365.63,299.41,315.32,260.53,381.99,455.21,283.96,239.03,560.11,235.18,207.37,378.24,366.79,433.82,303.15,309.85,285.96,237.27,339.62,397.7,436.06,409.57,289.67,209.79,273.62
2014-01-01,274.82,246.97,295.47,471.93,365.82,376.30,674.36,406.26,307.45,270.29,490.24,251.53,285.71,297.56,243.74,234.59,284.75,246.68,622.90,414.08,445.80,251.48,314.14,268.65,239.22,369.79,301.00,318.30,260.75,385.89,457.64,282.56,244.91,560.57,235.54,209.75,383.68,366.80,435.93,304.23,309.39,287.32,241.29,341.68,399.15,432.9,413.94,289.06,208.92,277.25
2014-04-01,275.53,246.91,300.75,484.70,378.39,379.33,690.24,409.87,315.83,276.80,497.59,254.91,291.27,303.07,247.69,237.86,289.14,249.23,636.75,420.68,449.73,259.04,322.06,273.44,239.42,372.19,305.13,322.67,266.36,388.60,462.62,284.80,252.71,566.20,240.72,211.47,396.34,371.46,443.30,309.28,314.51,293.27,247.4,348.16,405.42,437.93,424.9,293.64,210.59,278.62
2014-07-01,278.57,249.14,303.79,494.83,386.76,381.93,697.26,414.78,322.63,282.10,507.76,257.62,295.33,307.31,250.17,241.34,290.39,252.90,643.94,423.49,457.27,264.86,325.25,275.69,241.98,380.41,308.09,330.57,268.82,394.69,466.99,287.36,262.21,574.39,243.44,214.25,403.17,374.19,450.97,312.95,317.27,295.9,251.87,351.99,408.39,439.03,434.22,296.89,212.72,282.78
2014-10-01,279.95,251.88,308.85,500.45,392.48,381.60,713.31,413.34,328.52,284.08,514.36,258.89,296.53,308.50,251.36,241.24,292.48,253.41,648.30,427.17,455.47,267.05,326.33,278.06,244.77,382.60,309.21,335.51,270.51,396.25,468.99,287.88,266.95,577.73,244.44,215.23,407.34,374.92,454.02,315.27,320.17,299.88,254.89,356.12,411.67,438.31,438.54,298.35,213.1,284.68
2015-01-01,282.88,251.95,311.44,505.69,400.00,386.44,719.39,420.12,335.85,288.29,526.34,259.88,302.07,311.92,254.21,243.22,295.27,256.92,653.97,429.70,461.55,268.29,327.19,280.33,246.58,384.99,314.18,338.89,272.34,399.72,473.00,289.22,271.73,583.15,245.82,217.04,413.83,378.98,458.37,321.00,323.14,302.49,258.65,359.68,413.84,442.14,444.47,300.35,212.67,286.86
2015-04-01,283.68,252.81,318.11,517.03,416.55,387.62,730.90,419.16,344.07,295.13,529.79,263.24,307.48,314.63,257.47,246.16,298.88,259.03,661.81,432.63,464.46,273.99,334.11,282.62,246.81,391.05,317.83,341.63,277.05,406.08,476.61,290.18,280.30,587.86,249.80,220.24,428.02,381.42,467.45,324.50,327.23,306.11,265.11,365.56,417.42,446.73,457.56,303.38,217.93,287.87
2015-07-01,285.44,256.27,324.56,530.20,431.55,385.32,747.46,421.88,352.56,298.86,537.34,265.65,313.93,315.72,258.23,248.99,300.51,262.04,672.59,432.57,466.79,278.76,339.11,285.29,249.67,394.41,320.37,348.22,281.71,410.99,477.47,293.43,288.30,592.84,252.44,222.44,441.37,383.12,469.67,327.55,330.61,311.55,270.8,372.82,418.97,446.4,470.3,305.92,216.3,294.62
2015-10-01,287.30,258.29,329.07,537.52,437.56,384.72,762.94,423.72,359.52,301.33,544.13,267.24,318.63,317.16,260.14,249.22,302.97,262.13,676.55,433.58,469.83,279.98,339.94,288.44,251.24,398.18,323.28,348.77,282.70,411.54,478.28,292.27,295.35,593.69,253.09,223.62,448.44,383.61,472.84,331.32,334.4,314.3,273.08,377.83,420.81,445,478.26,307.75,218.01,293.89
2016-01-01,287.99,257.06,333.00,544.56,445.38,385.00,769.18,424.60,366.23,304.26,558.56,268.85,323.23,318.60,260.21,251.35,304.51,264.81,683.88,437.45,473.94,282.23,341.91,290.73,252.15,401.99,327.06,349.25,282.42,414.87,481.13,294.22,298.82,596.79,254.22,224.04,458.25,385.24,474.04,334.22,337.25,318.45,277.01,383.36,420,444.28,487.73,310.49,218.88,293.76
2016-04-01,292.07,260.94,339.93,554.21,461.06,386.84,785.85,428.88,375.56,312.57,561.25,271.57,328.98,322.85,265.19,256.38,310.03,268.31,693.39,442.18,478.15,288.36,349.67,294.53,253.81,403.96,332.15,351.45,288.37,420.48,486.95,299.14,306.42,606.32,258.76,226.07,474.91,391.26,484.16,339.67,340.01,324.37,284.1,392,427.01,450.84,505.2,314.82,219.79,296.44
2016-07-01,296.58,263.65,345.58,566.34,473.54,390.29,791.56,433.42,385.80,318.42,572.52,275.43,339.88,327.48,269.04,260.07,313.31,270.87,705.71,447.89,488.58,293.92,355.02,299.29,254.76,410.24,338.74,355.14,293.69,427.84,491.71,300.61,315.42,614.70,263.96,228.17,489.23,395.37,492.72,347.72,346.76,330.33,289.87,401.14,431.09,455.35,520.52,319.2,220.91,298.61
2016-10-01,295.65,264.95,351.18,573.16,480.39,390.48,805.56,436.68,392.20,321.14,578.11,276.69,341.53,328.36,270.65,261.88,315.27,272.28,712.20,449.45,492.79,296.02,356.93,300.57,259.17,412.52,340.33,354.64,294.58,430.14,493.44,305.21,320.59,620.16,263.58,228.31,496.88,396.31,500.64,348.44,348.83,334.75,292.83,405.83,432.87,454.08,527.86,321.25,222.2,298.29
2017-01-01,297.22,267.89,356.33,579.13,488.59,385.06,802.72,435.28,399.45,323.16,578.50,278.58,348.16,327.04,271.23,261.56,318.00,270.81,715.87,447.11,496.56,299.74,360.48,301.98,258.97,419.98,341.73,356.46,298.14,432.92,488.37,303.98,323.95,621.76,264.91,231.25,502.36,397.11,503.24,352.36,351.85,338.62,296.76,412.98,432.16,455.45,537.3,324.24,219.61,297.34
2017-04-01,300.84,269.23,365.53,591.14,505.63,390.49,823.10,437.96,409.23,331.86,586.51,282.37,361.78,331.26,276.28,268.61,324.39,274.28,734.63,455.45,500.60,307.92,370.90,308.18,259.18,424.09,351.88,355.62,306.65,442.92,496.40,306.76,336.82,631.60,272.42,234.13,518.05,404.38,512.43,358.60,359.47,347.17,305.63,426.72,440.94,460.74,558.4,331.98,221.6,300.33
2017-07-01,303.80,272.04,373.24,602.91,513.75,392.94,833.73,438.68,416.48,336.81,595.61,285.80,369.58,335.16,281.10,271.18,328.88,277.91,744.94,458.97,510.62,313.95,376.08,311.86,261.99,432.29,356.74,359.66,310.11,450.67,503.01,312.30,346.12,644.22,275.91,235.31,527.20,409.34,522.54,365.54,364.37,354.05,310.08,436.62,443.48,461.35,574.85,336.09,222.67,301.44
2017-10-01,305.65,274.34,377.61,611.56,520.82,392.79,839.36,442.99,424.52,340.29,598.87,286.89,375.29,335.78,283.28,272.07,329.55,278.87,750.91,461.79,516.37,315.77,377.44,314.27,263.29,434.09,358.46,357.86,311.89,454.09,504.20,313.27,354.62,650.33,276.77,236.54,530.37,410.50,529.03,367.41,365.45,358.68,312.85,442.53,445.17,468.01,583.31,336.61,226.07,304.41
2018-01-01,309.07,277.07,385.45,622.00,534.77,391.19,849.62,449.31,433.07,347.90,605.02,288.12,387.41,337.50,287.96,276.23,334.01,278.98,759.52,464.42,521.91,319.77,382.87,318.85,265.73,441.27,364.95,359.25,315.13,460.94,507.27,314.99,365.53,657.21,280.67,237.11,537.88,415.08,539.31,375.58,370.43,364.25,317.1,451.69,449.73,470.63,597.01,341.36,225.47,309.42
2018-04-01,313.72,279.75,393.53,633.87,548.41,394.13,862.93,452.07,441.44,356.17,611.16,293.58,404.71,339.65,294.76,281.28,338.39,279.73,773.86,468.71,530.85,327.66,391.59,323.87,265.58,450.38,373.22,361.24,321.95,470.01,511.84,319.84,381.12,665.08,286.47,240.35,551.33,420.68,546.66,380.27,374.4,372.21,324.09,466.82,455.11,476.39,618.1,349.87,228.91,308.26
2018-07-01,316.74,282.24,402.62,641.86,556.83,397.74,867.63,453.93,448.85,362.08,615.21,295.65,416.69,340.83,298.46,282.16,341.20,281.18,783.39,469.37,538.43,332.83,396.26,327.22,266.95,455.47,378.06,361.12,326.90,476.74,515.49,322.58,392.39,676.01,290.89,241.91,557.26,424.88,553.57,385.48,379.27,377.85,328.25,476.49,457.71,477.73,625.32,354.24,228.6,312.98
2018-10-01,317.39,284.34,407.27,641.79,558.45,395.74,879.19,457.63,452.28,364.16,618.58,296.33,424.08,340.26,300.71,284.67,342.78,281.53,784.36,467.36,540.42,333.58,395.58,329.95,269.17,460.85,380.67,362.84,327.39,478.96,516.08,325.12,398.51,676.34,291.37,242.63,558.45,424.86,555.22,386.97,383.31,381.55,329.29,482.69,458.03,476.46,626.66,355.49,228.09,315.5
2019-01-01,323.25,286.81,412.54,645.92,566.12,397.87,884.74,460.85,459.27,369.53,625.79,298.01,432.84,343.26,304.76,287.01,346.48,284.53,793.64,472.12,545.63,337.95,400.29,332.81,272.43,463.30,386.67,365.12,331.88,483.88,520.13,327.22,400.83,682.04,294.69,245.73,564.83,429.64,560.37,392.35,385.56,385.76,333.19,491.04,463.28,481.23,635.38,359.11,228.77,314.66
2019-04-01,327.67,290.18,420.72,652.51,575.04,404.25,890.27,468.28,465.29,377.04,627.55,301.78,447.71,348.27,310.44,292.10,351.90,287.31,805.52,480.11,558.21,344.85,407.84,339.08,275.69,472.78,393.54,370.12,338.98,493.07,528.05,334.90,406.58,693.01,300.99,247.64,574.17,437.82,570.78,400.61,391.37,393.33,339.12,500.93,472.3,491.93,648.26,365.68,232.12,323.61
2019-07-01,332.44,293.32,427.05,659.40,580.33,408.75,904.43,473.73,472.92,382.48,633.37,304.85,457.99,351.63,315.14,295.55,357.25,289.29,814.86,485.12,565.76,349.05,412.47,342.93,279.03,479.43,398.02,373.03,342.09,500.23,536.02,340.62,410.31,703.07,305.51,252.29,581.11,443.64,577.62,405.97,396.17,399.03,343.09,509.11,477.36,499.12,656.62,370.33,234.69,327.93
2019-10-01,336.34,295.84,434.40,663.69,585.16,411.22,910.46,476.60,479.03,386.25,639.03,306.80,468.76,353.29,318.45,297.46,359.43,291.72,822.38,486.76,573.15,351.53,414.80,347.52,280.24,485.82,403.13,374.74,344.14,505.91,539.72,343.37,413.36,710.64,308.34,253.75,586.57,446.57,584.88,409.73,401.12,403.95,345.66,516.56,480.94,499.77,664.09,372.73,237.08,332.43
2020-01-01,340.23,297.69,443.13,669.93,591.48,412.81,918.24,482.99,486.34,392.13,639.00,308.94,479.17,354.88,322.02,301.68,363.58,294.59,831.00,492.09,578.49,354.82,418.81,351.41,284.38,492.56,409.18,376.12,348.36,512.57,544.45,348.62,417.82,717.16,312.81,257.71,592.25,452.35,589.95,415.79,406.39,409.91,349.4,523.41,486.09,506.84,675.46,375.76,238.07,335.29
2020-04-01,345.12,300.34,450.87,677.61,598.49,417.13,920.08,486.27,492.56,396.25,647.18,310.55,488.19,356.82,325.73,304.39,367.69,297.35,839.49,496.61,587.48,358.60,422.14,353.99,284.68,493.52,412.68,375.37,350.89,520.43,549.74,352.50,423.25,723.13,315.76,259.66,599.82,456.23,597.43,418.95,408.15,414.5,351.99,532.9,491.55,509.81,685.82,378.53,240.62,337.33
2020-07-01,351.73,304.71,461.88,685.53,607.91,426.28,930.71,496.67,501.04,403.93,640.42,313.53,506.98,360.61,332.77,310.93,374.14,299.63,854.38,503.00,600.52,366.47,430.96,360.66,289.12,507.58,420.46,380.95,355.63,532.53,559.32,359.75,429.16,734.95,323.13,263.23,610.21,465.67,609.33,426.24,413.66,423.38,357.31,545.74,499.78,521.27,701.45,385.73,245.01,342.09
2020-10-01,359.11,312.23,478.18,699.67,620.34,437.88,951.26,504.33,514.45,412.43,651.01,318.33,530.90,365.08,340.95,317.19,381.68,303.39,871.55,512.30,622.54,374.09,438.77,367.85,294.18,524.11,430.79,385.68,362.84,547.84,571.17,367.46,438.89,750.94,330.93,268.40,626.82,473.82,627.27,434.62,424.2,433.66,365.52,564.71,509.09,535.28,719.98,393.6,248.08,349.54
2021-01-01,366.55,317.72,499.51,719.24,637.05,449.46,961.23,519.65,531.08,424.61,660.31,321.64,559.31,369.42,347.65,322.74,388.80,307.06,890.49,523.91,641.16,381.99,445.59,375.11,298.40,541.29,441.59,386.15,369.19,564.12,585.19,377.67,455.17,768.70,337.11,273.38,647.76,485.32,644.55,444.83,429.63,446.15,374.19,587.8,519.75,548.88,741.55,399.11,252.75,355.21
2021-04-01,383.76,333.84,539.26,761.90,682.96,472.42,1001.51,541.54,565.86,449.01,694.73,337.06,618.58,386.10,367.84,341.32,406.50,315.40,938.34,548.44,681.33,403.33,469.43,398.20,309.16,584.44,467.71,396.76,390.62,598.32,613.19,393.35,484.07,796.22,354.08,285.97,690.83,506.93,683.86,469.78,458.67,473.96,396.09,644.94,543.76,574.71,797.76,420.67,259.24,369.49
2021-07-01,405.68,352.42,584.01,801.54,723.43,498.16,1025.59,567.54,607.63,476.30,722.45,351.47,669.65,399.55,386.10,356.38,427.04,326.08,987.36,570.34,729.28,424.20,492.00,415.79,326.09,626.56,499.00,411.81,410.15,634.18,643.01,415.73,521.59,836.51,372.27,300.90,733.24,531.40,727.61,496.34,484.48,505.75,421.33,694.38,568.86,610.78,844.57,441.57,272.78,392.22
2021-10-01,422.15,367.95,613.79,834.06,743.97,508.61,1034.71,587.85,642.06,500.66,757.80,358.44,693.12,408.92,399.24,363.05,440.93,333.68,1009.98,583.07,752.20,433.44,500.55,427.86,335.74,655.55,521.80,419.93,419.18,653.63,663.96,430.24,544.40,855.79,381.30,310.11,753.16,543.04,747.97,519.70,503.15,532.26,438.89,720.5,582.68,629.85,872.75,451.46,280.44,405.86
2022-01-01,434.35,378.36,643.06,868.40,775.03,522.27,1060.20,605.37,678.22,525.21,795.56,366.16,717.51,419.72,411.32,374.96,452.76,342.16,1035.86,599.70,778.85,445.42,511.94,442.95,345.25,683.35,547.52,426.18,429.43,673.05,685.16,443.76,566.63,877.51,393.05,321.27,777.23,558.68,769.02,544.07,519.84,559.47,459.65,754.9,601.45,648.46,910.8,463.43,284.33,416.43
2022-04-01,460.45,402.61,693.14,922.93,835.95,555.13,1104.96,642.21,734.87,563.76,840.48,390.50,771.50,446.02,437.51,399.77,479.65,358.75,1103.96,628.63,835.61,474.13,545.55,472.93,361.09,735.16,593.37,447.67,462.69,720.85,731.05,466.81,606.03,929.16,419.24,340.01,822.21,588.35,828.38,580.54,555.62,603.15,492.95,813.04,641.55,695.62,974.27,498.9,298.05,440.17
2022-07-01,474.78,416.73,702.91,917.43,827.46,565.42,1095.05,645.59,766.55,579.84,895.59,398.89,769.90,451.34,447.60,406.64,489.18,361.70,1114.11,629.66,859.66,480.71,544.12,478.65,375.57,749.12,611.89,455.49,467.11,737.11,745.19,480.41,607.70,950.56,426.04,347.69,817.01,599.05,838.11,602.46,567.29,622.57,503.65,808.48,649.62,730.56,966.19,509.61,303.63,451.63
2022-10-01,475.18,416.58,680.08,896.33,810.79,564.51,1075.99,650.76,765.85,581.32,882.21,396.25,742.31,446.20,445.07,401.70,493.28,359.80,1101.65,629.29,859.17,474.42,535.47,477.54,378.02,753.89,610.41,457.97,465.89,733.48,746.90,484.96,589.96,945.71,422.23,351.14,796.55,601.52,828.39,607.63,569.87,623.45,500.05,783.84,649.77,717.9,938.39,506.73,302.35,450.62
2023-01-01,481.20,424.70,672.86,892.69,811.18,571.32,1046.76,663.90,767.26,585.22,873.85,399.72,745.92,449.60,447.94,404.30,498.89,359.02,1112.99,631.67,871.35,477.33,538.23,484.47,375.28,747.67,617.74,454.71,475.75,747.34,753.03,486.54,579.41,945.78,428.04,353.94,793.60,605.36,840.82,613.84,571.88,626.74,499.41,777.8,657.83,732.67,936.22,511.99,306.91,451.86
2023-04-01,488.98,434.88,685.70,914.96,832.20,599.74,1062.00,672.17,785.74,603.22,887.90,410.87,744.91,467.64,469.36,425.09,513.98,362.57,1153.48,657.43,921.09,500.59,561.28,505.19,381.60,784.91,637.76,467.34,492.95,778.20,783.94,498.42,586.30,980.86,446.96,362.90,814.89,622.77,875.21,629.75,587.81,641.7,507.59,793.15,680.88,771.42,965.15,537.62,305.42,455.07